Url Curent,Categorie(din meniu luata),Tip Vopsea(valoarea optiunii din dropdown),Tip Suprafata(optiunile din dropdown despartite prin virgula),"Tip Suprafata Name(atributul ""name"" de la select pt tip suprafata)","Suprafata Name(atributul ""name"" de la input suprafata<<unde bagi metrii patrati>>)",Formula Script Name
https://emex.ro/consum-grund-nitrocelulozic-anticoroziv.htm,Grunduri Anticorozive,Grund Nitrocelulozic,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-nitrocelulozic-anticoroziv
https://emex.ro/consum-grund-acrilo-stirenic-zinc-microfibra.htm,Grunduri Anticorozive,Grund Nitrocelulozic,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-acrilo-stirenic-zinc-microfibra
https://emex.ro/consum-grund-epoxi-poliamidic-cu-zinc.htm,Grunduri Anticorozive,Grund Epoxidic,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-epoxi-poliamidic-cu-zinc
https://emex.ro/consum-grund-epoxidic-anticoroziv.htm,Grunduri Anticorozive,Grund Epoxidic,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-epoxidic-anticoroziv
https://emex.ro/consum-grund-termorezistent-anticoroziv.htm,Grunduri Anticorozive,Grund Termorezistent,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-termorezistent-anticoroziv
https://emex.ro/consum-grund-poliuretanic-anticoroziv.htm,Grunduri Anticorozive,Grund Poliuretanic,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-poliuretanic-anticoroziv
https://emex.ro/consum-grund-anticoroziv-poliesteric.htm,Grunduri Anticorozive,Grund Poliesteric,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-anticoroziv-poliesteric
https://emex.ro/consum-grund-anticoroziv-epoxi-ester.htm,Grunduri Anticorozive,Grund Epoxy-Ester,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-anticoroziv-epoxi-ester
https://emex.ro/consum-grund-anticoroziv-alchido-stirenic.htm,Grunduri Anticorozive,Grund Alchido-Stirenic,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-anticoroziv-alchido-stirenic
https://emex.ro/consum-grund-auto-utilaje.htm,Grunduri Anticorozive,Grund Anticoroziv Auto,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-auto-utilaje
https://emex.ro/consum-grund-anticoroziv-cuptor.htm,Grunduri Anticorozive,Grund Alchido-Melaminic,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-anticoroziv-cuptor
https://emex.ro/consum-grund-solubil-apa.htm,Grunduri Anticorozive,Grund Hidrosolubil,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-solubil-apa
https://emex.ro/consum-grund-alchidic-anticoroziv.htm,Grunduri Anticorozive,Grund Superior,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-alchidic-anticoroziv
https://emex.ro/consum-grund-hidrosolubil.htm,Grunduri Anticorozive,Grund Hidrosolubil,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-hidrosolubil
https://emex.ro/consum-vopsea-poliuretanica-piscina.htm,Vopsele Industriale,Vopsea Poliuretanica Piscina,"Beton, Zidarie, Ciment Sclivisit",TipSuprafata,Suprafata,https://emex.ro/consum-vopsea-poliuretanica-piscina
https://emex.ro/consum-vopsea-elastomerica-tencuieli-exterior.htm,Lavabile Exterior,Vopsea Elastomerica Exterior â€œEmex Flexioâ€,"Zidarie, Tencuiala driscuita, Glet de Ipsos, Rigips",TipSuprafata,Suprafata,https://emex.ro/consum-vopsea-elastomerica-tencuieli-exterior
https://emex.ro/consum-membrana-cauciucata-elastomerica.htm,Produse Hidrosolubile,Membrana Hidroizolanta Elastica,"Beton, Zidarie, Tabla, Panou Sandwich",TipSuprafata,Suprafata,https://emex.ro/consum-membrana-cauciucata-elastomerica
https://emex.ro/consum-membrana-acrilica-hidroizolanta.htm,Produse Hidrosolubile,Membrana Hidroizolanta Piscine,"Grosime de 1.5 mm, Grosime de 2 mm, Grosime de 2.5 - 3 mm",Granulatie,Suprafata,https://emex.ro/consum-membrana-acrilica-hidroizolanta
https://emex.ro/consum-grund-epoxidic-solubil-apa.htm,Grunduri Anticorozive,Grund Hidrosolubil,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-grund-epoxidic-solubil-apa
https://emex.ro/consum-vopsea-acrilica-3-in-1-anticoroziva.htm,Vopsele Industriale,Vopsea Acrilica 3 in 1,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-vopsea-acrilica-3-in-1-anticoroziva
https://emex.ro/consum-vopsea-3-in-1-epoxi-ester.htm,Vopsele Industriale,Vopsea 3 in 1 Epoxy-Ester,Metal,TipSuprafata,Suprafata,https://emex.ro/consum-vopsea-3-in-1-epoxi-ester
