Link,Cantitate,Culoare,Pret Pachet,TVA,Pret Total cu TVA,Denumire Produs,Text Intaritor,Cod EAN,cod SKU,Cant Tot Kg
lac-poliuretanic-mobila,16 Kg,Tek,1526.14,289.97,1816.11,Pachet Lac Poliuretanic pentru Mobila “Emex” - Tek - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,+ Bid. 4.80 Kg Intaritor,5941930705311,EMX-062-S-4-16TK,20.8
lac-poliuretanic-mobila,3 Kg,Abanos,296.07,56.25,352.32,Pachet Lac Poliuretanic pentru Mobila “Emex” - Abanos - Bid. 3 Kg + Intaritor - Bid. 0.9 Kg,+ Bid. 0.90 Kg Intaritor,5941930705328,EMX-062-S-4-3AS,3.9
lac-poliuretanic-mobila,16 Kg,Abanos,1430.46,271.79,1702.25,Pachet Lac Poliuretanic pentru Mobila “Emex” - Abanos - Bid. 16 Kg + Intaritor - Bid. 4.8 Kg,+ Bid. 4.80 Kg Intaritor,5941930705335,EMX-062-S-4-16AS,20.8
amorsa-epoxidica-lemn-fibra-sticla,3 Kg,Transparent,218.85,41.58,260.43,Pachet Amorsa Epoxidica Solventata “Emex” - Bid. 3 Kg + Intaritor - Bid. 0.75 Kg,+ Bid. 0.75 Kg Intaritor,5941930705342,EMX-149-S-4-3GE,3.75
amorsa-epoxidica-lemn-fibra-sticla,16 Kg,Transparent,1037.92,197.20,1235.12,Pachet Amorsa Epoxidica Solventata “Emex” - Bid. 16 Kg + Intaritor - Bid. 4.00 Kg,+ Bid. 4.00 Kg Intaritor,5941930705359,EMX-149-S-4-16GE,20
amorsa-epoxidica-baza-apa,4 Kg,Transparent,208.41,39.60,248.01,Pachet Amorsa Epoxidica Emulsionata “Emex” - Bid. 4 Kg + Intaritor - Bid. 0.48 Kg,+ Bid. 0.48 Kg Intaritor,5941930705366,EMX-150-S-4-4AE,4.8
amorsa-epoxidica-baza-apa,10 Kg,Transparent,460.90,87.57,548.47,Pachet Amorsa Epoxidica Emulsionata “Emex” - Bid. 10 Kg + Intaritor - Bid. 1.2 Kg,+ Bid. 1.20 Kg Intaritor,5941930705373,EMX-150-S-4-10AE,11.2
intaritor-epoxidice-solventate,0.8 Kg,Transparent,49.60,9.42,59.02,Intaritor Epoxidic Solventat “Emex” - Bid. 0.8 Kg,,5941930705380,EMX-048-S-4-08IE,0.8
intaritor-epoxidice-solventate,4 Kg,Transparent,189.00,35.91,224.91,Intaritor Epoxidic Solventat “Emex” - Bid. 4 Kg,,5941930705397,EMX-048-S-4-4IE,4
intaritor-lacuri-vopsele-poliuretanice,0.8 Kg,Transparent,89.38,16.98,106.36,Intaritor Poliuretanic Solventat “Emex” - Bid. 0.8 Kg,,5941930705403,EMX-049-S-4-08IP,0.8
intaritor-lacuri-vopsele-poliuretanice,4 Kg,Transparent,450.88,85.67,536.55,Intaritor Poliuretanic Solventat “Emex” - Bid. 4 Kg,,5941930705410,EMX-049-S-4-4IP,4
diluant-vopsele-utilaje,1 L,Transparent,27.46,5.22,32.68,Diluant Vopsele Auto si Utilaje “Emex” - Bid. 1 L,,5941930705427,EMX-024-S-4-1AU,1
diluant-vopsele-utilaje,5 L,Transparent,135.55,25.75,161.30,Diluant Vopsele Auto si Utilaje “Emex” - Bid. 5 L,,5941930705434,EMX-024-S-4-5AU,5
diluant-clorcauciuc,1 L,Transparent,27.13,5.15,32.28,Diluant Clorcauciuc “Emex” - Bid. 1 L,,5941930705441,EMX-018-S-4-1CL,1
diluant-clorcauciuc,5 L,Transparent,133.90,25.44,159.34,Diluant Clorcauciuc “Emex” - Bid. 5 L,,5941930705458,EMX-018-S-4-5CL,5
diluant-epoxidic,1 L,Transparent,30.46,5.79,36.25,Diluant Epoxidic “Emex” - Bid. 1 L,,5941930705465,EMX-019-S-4-1EP,1
diluant-epoxidic,5 L,Transparent,150.55,28.60,179.15,Diluant Epoxidic “Emex” - Bid. 5 L,,5941930705472,EMX-019-S-4-5EP,5
diluant-poliuretanic,1 L,Transparent,34.63,6.58,41.21,Diluant Poliuretanic “Emex” - Bid. 1 L,,5941930705489,EMX-022-S-4-1PL,1
diluant-poliuretanic,5 L,Transparent,171.40,32.57,203.97,Diluant Poliuretanic “Emex” - Bid. 5 L,,5941930705496,EMX-022-S-4-5PL,5
diluant-rasini-poliesterice,1 L,Transparent,34.63,6.58,41.21,Diluant Poliesteric “Emex” - Bid. 1 L,,5941930705502,EMX-023-S-4-1PS,1
diluant-rasini-poliesterice,5 L,Transparent,171.40,32.57,203.97,Diluant Poliesteric “Emex” - Bid. 5 L,,5941930705519,EMX-023-S-4-5PS,5
membrana-cauciucata-elastomerica,20 Kg,Alb,488.20,92.76,580.96,Membrana Cauciucata Hidroizolanta “Supra MX” - Alb - Bid. 20 Kg,,5941930705526,EMX-159-NS-5-20AB,20
membrana-cauciucata-elastomerica,20 Kg,Light Grey,489.00,92.91,581.91,Membrana Cauciucata Hidroizolanta “Supra MX” - Light Grey - Bid. 20 Kg,,5941930705533,EMX-159-NS-5-20GR,20
membrana-cauciucata-elastomerica,20 Kg,Crem Pastel,487.80,92.68,580.48,Membrana Cauciucata Hidroizolanta “Supra MX” - Crem Pastel - Bid. 20 Kg,,5941930705540,EMX-159-NS-5-20CR,20
membrana-cauciucata-elastomerica,20 Kg,Rosu Oxid,472.80,89.83,562.63,Membrana Cauciucata Hidroizolanta “Supra MX” - Rosu Oxid - Bid. 20 Kg,,5941930705557,EMX-159-NS-5-20RO,20
membrana-cauciucata-elastomerica,20 Kg,Vernil Pastel,530.80,100.85,631.65,Membrana Cauciucata Hidroizolanta “Supra MX” - Vernil Pastel - Bid. 20 Kg,,5941930705564,EMX-159-NS-5-20VR,20
membrana-cauciucata-elastomerica,20 Kg,Maro,466.80,88.69,555.49,Membrana Cauciucata Hidroizolanta “Supra MX” - Maro - Bid. 20 Kg,,5941930705571,EMX-159-NS-5-20MR,20
membrana-cauciucata-elastomerica,20 Kg,Negru,477.60,90.74,568.34,Membrana Cauciucata Hidroizolanta “Supra MX” - Negru - Bid. 20 Kg,,5941930705588,EMX-159-NS-5-20NG,20
vopsea-hidroizolanta-elastica,10 Kg,Alb,244.86,46.52,291.38,Vopsea Hidroizolanta “Emex AQ Bar” - Alb - Bid. 10 Kg,,5941930705595,EMX-118-S-5-10AB,10
vopsea-hidroizolanta-elastica,20 Kg,Alb,445.20,84.59,529.79,Vopsea Hidroizolanta “Emex AQ Bar” - Alb - Bid. 20 Kg,,5941930705601,EMX-118-S-5-20AB,20
vopsea-hidroizolanta-elastica,10 Kg,Gri,243.10,46.19,289.29,Vopsea Hidroizolanta “Emex AQ Bar” - Gri - Bid. 10 Kg,,5941930705618,EMX-118-S-5-10GR,10
vopsea-hidroizolanta-elastica,20 Kg,Gri,442.00,83.98,525.98,Vopsea Hidroizolanta “Emex AQ Bar” - Gri - Bid. 20 Kg,,5941930705625,EMX-118-S-5-20GR,20
vopsea-hidroizolanta-elastica,10 Kg,Bleu,240.68,45.73,286.41,Vopsea Hidroizolanta “Emex AQ Bar” - Bleu - Bid. 10 Kg,,5941930705632,EMX-118-S-5-10BL,10
vopsea-hidroizolanta-elastica,20 Kg,Bleu,437.60,83.14,520.74,Vopsea Hidroizolanta “Emex AQ Bar” - Bleu - Bid. 20 Kg,,5941930705649,EMX-118-S-5-20BL,20
vopsea-hidroizolanta-elastica,10 Kg,Maro,225.72,42.89,268.61,Vopsea Hidroizolanta “Emex AQ Bar” - Maro - Bid. 10 Kg,,5941930705656,EMX-118-S-5-10MR,10
vopsea-hidroizolanta-elastica,20 Kg,Maro,410.40,77.98,488.38,Vopsea Hidroizolanta “Emex AQ Bar” - Maro - Bid. 20 Kg,,5941930705663,EMX-118-S-5-20MR,20
vopsea-hidroizolanta-elastica,10 Kg,Negru,230.34,43.76,274.10,Vopsea Hidroizolanta “Emex AQ Bar” - Negru - Bid. 10 Kg,,5941930705670,EMX-118-S-5-10NG,10
vopsea-hidroizolanta-elastica,20 Kg,Negru,418.80,79.57,498.37,Vopsea Hidroizolanta “Emex AQ Bar” - Negru - Bid. 20 Kg,,5941930705687,EMX-118-S-5-20NG,20
vopsea-tigla-emex,15 L,Alb,392.22,74.52,466.74,Vopsea Acrilica de Tigla “Emex” - Alb - Bid. 15 L,,5941930705694,EMX-133-NS-5-15AB,18
vopsea-tigla-emex,15 L,Gri,359.46,68.30,427.76,Vopsea Acrilica de Tigla “Emex” - Gri - Bid. 15 L,,5941930705700,EMX-133-NS-5-15GR,18
vopsea-tigla-emex,15 L,Grena,320.40,60.88,381.28,Vopsea Acrilica de Tigla “Emex” - Grena - Bid. 15 L,,5941930705717,EMX-133-NS-5-15GN,18
vopsea-tigla-emex,15 L,Maro,324.36,61.63,385.99,Vopsea Acrilica de Tigla “Emex” - Maro - Bid. 15 L,,5941930705724,EMX-133-NS-5-15MR,18
vopsea-tigla-emex,15 L,Negru,352.62,67.00,419.62,Vopsea Acrilica de Tigla “Emex” - Negru - Bid. 15 L,,5941930705731,EMX-133-NS-5-15NG,18
vopsea-metal-solubila-apa,4 Kg,Alb,165.97,31.53,197.50,Vopsea Acrilica Metal “Emex Supramet” - Alb - Bid. 4 Kg,,5941930705748,EMX-123-NS-4AB,4
vopsea-metal-solubila-apa,4 Kg,Gri,164.86,31.32,196.19,Vopsea Acrilica Metal “Emex Supramet” - Gri - Bid. 4 Kg,,5941930705755,EMX-123-NS-4GR,4
vopsea-metal-solubila-apa,4 Kg,Crem,165.32,31.41,196.74,Vopsea Acrilica Metal “Emex Supramet” - Crem - Bid. 4 Kg,,5941930705762,EMX-123-NS-4CR,4
vopsea-metal-solubila-apa,4 Kg,Galben,182.48,34.67,217.15,Vopsea Acrilica Metal “Emex Supramet” - Galben - Bid. 4 Kg,,5941930705779,EMX-123-NS-4GB,4
vopsea-metal-solubila-apa,4 Kg,Albastru,156.72,29.78,186.50,Vopsea Acrilica Metal “Emex Supramet” - Albastru - Bid. 4 Kg,,5941930705786,EMX-123-NS-4AL,4
vopsea-metal-solubila-apa,4 Kg,Verde,164.77,31.31,196.08,Vopsea Acrilica Metal “Emex Supramet” - Verde - Bid. 4 Kg,,5941930705793,EMX-123-NS-4VD,4
vopsea-metal-solubila-apa,4 Kg,Rosu,166.66,31.67,198.32,Vopsea Acrilica Metal “Emex Supramet” - Rosu - Bid. 4 Kg,,5941930705809,EMX-123-NS-4RO,4
vopsea-metal-solubila-apa,4 Kg,Maro,138.69,26.35,165.04,Vopsea Acrilica Metal “Emex Supramet” - Maro - Bid. 4 Kg,,5941930705816,EMX-123-NS-4MR,4
vopsea-metal-solubila-apa,4 Kg,Negru,135.98,25.84,161.81,Vopsea Acrilica Metal “Emex Supramet” - Negru - Bid. 4 Kg,,5941930705823,EMX-123-NS-4NG,4
vopsea-acrilica-universala,4 Kg,Alb,164.27,31.21,195.48,Vopsea Acrilica Universala “Emex Spectrum” - Alb - Bid. 4 Kg,,5941930705830,EMX-112-NS-4AB,4
vopsea-acrilica-universala,4 Kg,Gri,163.16,31.00,194.16,Vopsea Acrilica Universala “Emex Spectrum” - Gri - Bid. 4 Kg,,5941930705847,EMX-112-NS-4GR,4
vopsea-acrilica-universala,4 Kg,Crem,163.58,31.08,194.66,Vopsea Acrilica Universala “Emex Spectrum” - Crem - Bid. 4 Kg,,5941930705854,EMX-112-NS-4CR,4
vopsea-acrilica-universala,4 Kg,Galben,180.87,34.37,215.24,Vopsea Acrilica Universala “Emex Spectrum” - Galben - Bid. 4 Kg,,5941930705861,EMX-112-NS-4GB,4
vopsea-acrilica-universala,4 Kg,Albastru,154.93,29.44,184.36,Vopsea Acrilica Universala “Emex Spectrum” - Albastru - Bid. 4 Kg,,5941930705878,EMX-112-NS-4AL,4
vopsea-acrilica-universala,4 Kg,Verde,161.69,30.72,192.41,Vopsea Acrilica Universala “Emex Spectrum” - Verde - Bid. 4 Kg,,5941930705885,EMX-112-NS-4VD,4
vopsea-acrilica-universala,4 Kg,Rosu,163.67,31.10,194.76,Vopsea Acrilica Universala “Emex Spectrum” - Rosu - Bid. 4 Kg,,5941930705892,EMX-112-NS-4RO,4
vopsea-acrilica-universala,4 Kg,Maro,131.01,24.89,155.90,Vopsea Acrilica Universala “Emex Spectrum” - Maro - Bid. 4 Kg,,5941930705908,EMX-112-NS-4MR,4
vopsea-acrilica-universala,4 Kg,Negru,134.00,25.46,159.46,Vopsea Acrilica Universala “Emex Spectrum” - Negru - Bid. 4 Kg,,5941930705915,EMX-112-NS-4NG,4
vopsea-acrilica-mobila,4 Kg,Alb,193.38,36.74,230.13,Vopsea Acrilica pentru Mobila “Emex” - Alb - Bid. 4 Kg,,5941930705922,EMX-111-NS-5-4AB,4
vopsea-acrilica-mobila,4 Kg,Gri,190.90,36.27,227.17,Vopsea Acrilica pentru Mobila “Emex” - Gri - Bid. 4 Kg,,5941930705939,EMX-111-NS-5-4GR,4
vopsea-acrilica-mobila,4 Kg,Crem,186.07,35.35,221.42,Vopsea Acrilica pentru Mobila “Emex” - Crem - Bid. 4 Kg,,5941930705946,EMX-111-NS-5-4CR,4
vopsea-acrilica-mobila,4 Kg,Galben,196.83,37.40,234.23,Vopsea Acrilica pentru Mobila “Emex” - Galben - Bid. 4 Kg,,5941930705953,EMX-111-NS-5-4GB,4
vopsea-acrilica-mobila,4 Kg,Albastru,187.96,35.71,223.67,Vopsea Acrilica pentru Mobila “Emex” - Albastru - Bid. 4 Kg,,5941930705960,EMX-111-NS-5-4AL,4
vopsea-acrilica-mobila,4 Kg,Verde,205.57,39.06,244.63,Vopsea Acrilica pentru Mobila “Emex” - Verde - Bid. 4 Kg,,5941930705977,EMX-111-NS-5-4VD,4
vopsea-acrilica-mobila,4 Kg,Rosu,207.14,39.36,246.49,Vopsea Acrilica pentru Mobila “Emex” - Rosu - Bid. 4 Kg,,5941930705984,EMX-111-NS-5-4RO,4
vopsea-acrilica-mobila,4 Kg,Negru,173.05,32.88,205.93,Vopsea Acrilica pentru Mobila “Emex” - Negru - Bid. 4 Kg,,5941930705991,EMX-111-NS-5-4NG,4
lac-acrilic-mobila,4 L,Transparent,180.73,34.34,215.07,Lac Acrilic pentru Mobila “Emex” - Transparent - Bid. 4 L,,5941930706004,EMX-053-NS-5-4TR,4
lac-piatra-apa,5 L,Transparent,157.72,29.97,187.69,Lac Acrilic pentru Piatra “Emex AQS” - Transparent - Bid. 5 L,,5941930706011,EMX-059-S-5-5TR,5
lac-piatra-apa,10 L,Transparent,301.73,57.33,359.06,Lac Acrilic pentru Piatra “Emex AQS” - Transparent - Bid. 10 L,,5941930706028,EMX-059-S-5-10TR,10
lac-protectie-beton,5 L,Transparent,155.31,29.51,184.82,Lac Protectie Beton “Emex Mineral Protect” - Bid. 5 L,,5941930706035,EMX-064-S-5-5TR,5
lac-protectie-beton,10 L,Transparent,297.11,56.45,353.56,Lac Protectie Beton “Emex Mineral Protect” - Bid. 10 L,,5941930706042,EMX-064-S-5-10TR,10
vopsea-antifonica,5 Kg,Gri,107.20,20.37,127.57,Vopsea Antifonica “Emex” - Gri - Bid. 5 Kg,,5941930706059,EMX-113-NS-5-5GR,5
vopsea-antifonica,5 Kg,Negru,106.75,20.28,127.03,Vopsea Antifonica “Emex” - Negru - Bid. 5 Kg,,5941930706066,EMX-113-NS-5-5NG,5
grund-solubil-apa,5 Kg,Rosu,193.72,36.81,230.52,Grund Anticoroziv Hidrosolubil “Emex AQ Eco” - Rosu - Bid. 5 Kg,,5941930709012,EMX-044-NS-5-5RO,5
grund-solubil-apa,10 Kg,Rosu,370.59,70.41,441.00,Grund Anticoroziv Hidrosolubil “Emex AQ Eco” - Rosu - Bid. 10 Kg,,5941930709029,EMX-044-NS-5-20RO,10
grund-solubil-apa,5 Kg,Gri,198.26,37.67,235.93,Grund Anticoroziv Hidrosolubil “Emex AQ Eco” - Gri - Bid. 5 Kg,,5941930709036,EMX-044-NS-5-5GR,5
grund-solubil-apa,10 Kg,Gri,379.28,72.06,451.34,Grund Anticoroziv Hidrosolubil “Emex AQ Eco” - Gri - Bid. 10 Kg,,5941930709043,EMX-044-NS-5-20GR,10
lac-protectie-rosturi,5 L,Transparent,171.55,32.59,204.14,Lac Acrilic Protectie Rosturi “Emex” - Bid. 5 L,,5941930706073,EMX-065-S-5-5TR,5
lac-protectie-rosturi,20 L,Transparent,644.79,122.51,767.30,Lac Acrilic Protectie Rosturi “Emex” - Bid. 20 L,,5941930706080,EMX-065-S-5-20TR,20
impregnant-hidrofobizare,5 L,Transparent,109.83,20.87,130.69,Impregnant Hidrofobizare Beton “Emex Concrete” - Bid. 5 L,,5941930706097,EMX-047-NS-5-5HD,5
impregnant-hidrofobizare,20 L,Transparent,382.00,72.58,454.58,Impregnant Hidrofobizare Beton “Emex Concrete” - Bid. 20 L,,5941930706103,EMX-047-NS-5-20HD,20
adeziv-constructii,6 Kg,Alb,68.45,13.01,81.45,Adeziv tip Aracet pentru Constructii “Emex” - Bid. 6 Kg,,5941930706110,EMX-001-NS-5-6AB,6
adeziv-constructii,16 Kg,Alb,158.72,30.16,188.88,Adeziv tip Aracet pentru Constructii “Emex” - Bid. 16 Kg,,5941930706127,EMX-001-NS-5-16AB,16
pardoseala-epoxidica,20 Kg,Alb,1097.20,208.47,1305.67,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706134,EMX-082-NS-6-20AB,24
pardoseala-epoxidica,20 Kg,Gri,1079.00,205.01,1284.01,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Gri - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706141,EMX-082-NS-6-20GR,24
pardoseala-epoxidica,20 Kg,Crem,1103.60,209.68,1313.28,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Crem - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706158,EMX-082-NS-6-20CR,24
pardoseala-epoxidica,20 Kg,Galben,1226.20,232.98,1459.18,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Galben - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706165,EMX-082-NS-6-20GB,24
pardoseala-epoxidica,20 Kg,Albastru,1112.60,211.39,1323.99,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706172,EMX-082-NS-6-20AL,24
pardoseala-epoxidica,20 Kg,Verde,1105.40,210.03,1315.43,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Verde - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706189,EMX-082-NS-6-20VD,24
pardoseala-epoxidica,20 Kg,Rosu,1154.00,219.26,1373.26,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Rosu - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706196,EMX-082-NS-6-20RO,24
pardoseala-epoxidica,20 Kg,Maro,1063.20,202.01,1265.21,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Maro - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706202,EMX-082-NS-6-20MR,24
pardoseala-epoxidica,20 Kg,Negru,1065.20,202.39,1267.59,Pachet Pardoseala Epoxidica Autonivelanta “Emex” - Negru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706219,EMX-082-NS-6-20NG,24
pardoseala-epoxidica-antiderapanta,20 Kg,Alb,1097.20,208.47,1305.67,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706226,EMX-083-NS-6-20AB,24
pardoseala-epoxidica-antiderapanta,20 Kg,Gri,1079.00,205.01,1284.01,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Gri - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706233,EMX-083-NS-6-20GR,24
pardoseala-epoxidica-antiderapanta,20 Kg,Crem,1103.60,209.68,1313.28,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Crem - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706240,EMX-083-NS-6-20CR,24
pardoseala-epoxidica-antiderapanta,20 Kg,Galben,1226.20,232.98,1459.18,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Galben - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706257,EMX-083-NS-6-20GB,24
pardoseala-epoxidica-antiderapanta,20 Kg,Albastru,1112.60,211.39,1323.99,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706264,EMX-083-NS-6-20AL,24
pardoseala-epoxidica-antiderapanta,20 Kg,Verde,1105.40,210.03,1315.43,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Verde - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706271,EMX-083-NS-6-20VD,24
pardoseala-epoxidica-antiderapanta,20 Kg,Rosu,1154.00,219.26,1373.26,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Rosu - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706288,EMX-083-NS-6-20RO,24
pardoseala-epoxidica-antiderapanta,20 Kg,Maro,1063.20,202.01,1265.21,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Maro - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706295,EMX-083-NS-6-20MR,24
pardoseala-epoxidica-antiderapanta,20 Kg,Negru,1065.20,202.39,1267.59,Pachet Pardoseala Epoxidica Antiderapanta “Emex” - Negru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930706301,EMX-083-NS-6-20NG,24
pardoseala-poliuretanica,20 Kg,Alb,1617.32,307.29,1924.61,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706318,EMX-086-NS-6-20AB,27.6
pardoseala-poliuretanica,20 Kg,Gri,1597.52,303.53,1901.04,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Gri - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706325,EMX-086-NS-6-20GR,27.6
pardoseala-poliuretanica,20 Kg,Crem,1587.92,301.70,1889.62,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Crem - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706332,EMX-086-NS-6-20CR,27.6
pardoseala-poliuretanica,20 Kg,Galben,1727.92,328.30,2056.22,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Galben - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706349,EMX-086-NS-6-20GB,27.6
pardoseala-poliuretanica,20 Kg,Albastru,1614.72,306.80,1921.51,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706356,EMX-086-NS-6-20AL,27.6
pardoseala-poliuretanica,20 Kg,Verde,1614.72,306.80,1921.51,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Verde - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706363,EMX-086-NS-6-20VD,27.6
pardoseala-poliuretanica,20 Kg,Rosu,1673.12,317.89,1991.01,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Rosu - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706370,EMX-086-NS-6-20RO,27.6
pardoseala-poliuretanica,20 Kg,Maro,1565.12,297.37,1862.49,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Maro - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706387,EMX-086-NS-6-20MR,27.6
pardoseala-poliuretanica,20 Kg,Negru,1572.12,298.70,1870.82,Pachet Pardoseala Poliuretanica Autonivelanta “Emex” - Negru - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706394,EMX-086-NS-6-20NG,27.6
pardoseala-poliuretanica-elastica,20 Kg,Alb,1044.00,198.36,1242.36,Pachet Pardoseala Poliuretanica Elastica “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706400,EMX-088-NS-6-20AB,24
pardoseala-poliuretanica-elastica,20 Kg,Gri,1033.80,196.42,1230.22,Pachet Pardoseala Poliuretanica Elastica “Emex” - Gri - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706417,EMX-088-NS-6-20GR,24
pardoseala-poliuretanica-elastica,20 Kg,Crem,1010.60,192.01,1202.61,Pachet Pardoseala Poliuretanica Elastica “Emex” - Crem - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706424,EMX-088-NS-6-20CR,24
pardoseala-poliuretanica-elastica,20 Kg,Galben,1157.40,219.91,1377.31,Pachet Pardoseala Poliuretanica Elastica “Emex” - Galben - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706431,EMX-088-NS-6-20GB,24
pardoseala-poliuretanica-elastica,20 Kg,Albastru,1046.40,198.82,1245.22,Pachet Pardoseala Poliuretanica Elastica “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706448,EMX-088-NS-6-20AL,24
pardoseala-poliuretanica-elastica,20 Kg,Verde,1038.20,197.26,1235.46,Pachet Pardoseala Poliuretanica Elastica “Emex” - Verde - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706455,EMX-088-NS-6-20VD,24
pardoseala-poliuretanica-elastica,20 Kg,Rosu,1094.00,207.86,1301.86,Pachet Pardoseala Poliuretanica Elastica “Emex” - Rosu - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706462,EMX-088-NS-6-20RO,24
pardoseala-poliuretanica-elastica,20 Kg,Maro,994.60,188.97,1183.57,Pachet Pardoseala Poliuretanica Elastica “Emex” - Maro - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706479,EMX-088-NS-6-20MR,24
pardoseala-poliuretanica-elastica,20 Kg,Negru,1002.80,190.53,1193.33,Pachet Pardoseala Poliuretanica Elastica “Emex” - Negru - Bid. 20 Kg + Intaritor - Bid. 3.60 Kg,+ Bid. 3.60 Kg Intaritor,5941930706486,EMX-088-NS-6-20NG,24
pardoseala-poliuretanica-antiderapanta,20 Kg,Alb,1617.32,307.29,1924.61,Pachet Pardoseala Poliuretanica Antiderapanta “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 7.6 Kg,+ Bid. 7.60 Kg Intaritor,5941930706493,EMX-087-NS-6-20AB,27.6
