Link,Cantitate,Culoare,Pret Pachet,TVA,Pret Total cu TVA,Denumire Produs,Text Intaritor,Cod EAN,cod SKU,Cant Tot Kg
vopsea-poliuretanica-piscina,4 Kg,Albastru,310.70,59.03,369.74,Pachet Vopsea Poliuretanica Piscina “Emex Pool” - Albastru - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,+ Bid. 0.80 Kg Intaritor,5941930702822,EMX-157-S-4-4AL,4.8
vopsea-poliuretanica-piscina,20 Kg,Albastru,1398.72,265.76,1664.48,Pachet Vopsea Poliuretanica Piscina “Emex Pool” - Albastru - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930702839,EMX-157-S-4-20AL,24
vopsea-poliuretanica-piscina,4 Kg,Verde,321.88,61.16,383.04,Pachet Vopsea Poliuretanica Piscina “Emex Pool” - Verde - Bid. 4 Kg + Intaritor - Bid. 0.8 Kg,+ Bid. 0.80 Kg Intaritor,5941930702846,EMX-157-S-4-4VD,4.8
vopsea-poliuretanica-piscina,20 Kg,Verde,1447.32,274.99,1722.31,Pachet Vopsea Poliuretanica Piscina “Emex Pool” - Verde - Bid. 20 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930702853,EMX-157-S-4-20VD,24
vopsea-epoxidica,4 Kg,Alb,242.31,46.04,288.35,Pachet Email Epoxidic “Emex” - Alb - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930702860,EMX-116-S-4-4AB,4.7
vopsea-epoxidica,20 Kg,Alb,1073.60,203.98,1277.58,Pachet Email Epoxidic “Emex” - Alb - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930702877,EMX-116-S-4-20AB,23.5
vopsea-epoxidica,4 Kg,Gri,234.49,44.55,279.04,Pachet Email Epoxidic “Emex” - Gri - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930702884,EMX-116-S-4-4GR,4.7
vopsea-epoxidica,20 Kg,Gri,1039.60,197.52,1237.12,Pachet Email Epoxidic “Emex” - Gri - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930702891,EMX-116-S-4-20GR,23.5
vopsea-epoxidica,4 Kg,Crem,232.51,44.18,276.69,Pachet Email Epoxidic “Emex” - Crem - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930702907,EMX-116-S-4-4CR,4.7
vopsea-epoxidica,20 Kg,Crem,1031.00,195.89,1226.89,Pachet Email Epoxidic “Emex” - Crem - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930702914,EMX-116-S-4-20CR,23.5
vopsea-epoxidica,4 Kg,Galben,247.37,47.00,294.37,Pachet Email Epoxidic “Emex” - Galben - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930702921,EMX-116-S-4-4GB,4.7
vopsea-epoxidica,20 Kg,Galben,1095.60,208.16,1303.76,Pachet Email Epoxidic “Emex” - Galben - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930702938,EMX-116-S-4-20GB,23.5
vopsea-epoxidica,4 Kg,Albastru,237.20,45.07,282.27,Pachet Email Epoxidic “Emex” - Albastru - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930702945,EMX-116-S-4-4AL,4.7
vopsea-epoxidica,20 Kg,Albastru,1051.40,199.77,1251.17,Pachet Email Epoxidic “Emex” - Albastru - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930702952,EMX-116-S-4-20AL,23.5
vopsea-epoxidica,4 Kg,Verde,255.00,48.45,303.45,Pachet Email Epoxidic “Emex” - Verde - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930702969,EMX-116-S-4-4VD,4.7
vopsea-epoxidica,20 Kg,Verde,1128.80,214.47,1343.27,Pachet Email Epoxidic “Emex” - Verde - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930702976,EMX-116-S-4-20VD,23.5
vopsea-epoxidica,4 Kg,Rosu,251.23,47.73,298.97,Pachet Email Epoxidic “Emex” - Rosu - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930702983,EMX-116-S-4-4RO,4.7
vopsea-epoxidica,20 Kg,Rosu,1112.40,211.36,1323.76,Pachet Email Epoxidic “Emex” - Rosu - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930702990,EMX-116-S-4-20RO,23.5
vopsea-epoxidica,4 Kg,Maro,222.30,42.24,264.53,Pachet Email Epoxidic “Emex” - Maro - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930703003,EMX-116-S-4-4MR,4.7
vopsea-epoxidica,20 Kg,Maro,986.60,187.45,1174.05,Pachet Email Epoxidic “Emex” - Maro - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930703010,EMX-116-S-4-20MR,23.5
vopsea-epoxidica,4 Kg,Negru,221.84,42.15,263.99,Pachet Email Epoxidic “Emex” - Negru - Bid. 4 Kg + Intaritor - Bid. 0.70 Kg,+ Bid. 0.70 Kg Intaritor,5941930703027,EMX-116-S-4-4NG,4.7
vopsea-epoxidica,20 Kg,Negru,984.60,187.07,1171.67,Pachet Email Epoxidic “Emex” - Negru - Bid. 20 Kg + Intaritor - Bid. 3.50 Kg,+ Bid. 3.50 Kg Intaritor,5941930703034,EMX-116-S-4-20NG,23.5
vopsea-clorcauciuc-piscine,5 Kg,Alb,216.89,41.21,258.10,Vopsea Clorcauciuc de Piscina “Emex Swim” - Alb - Bid. 5 Kg,,5941930703041,EMX-148-S-4-5AB,5
vopsea-clorcauciuc-piscine,23 Kg,Alb,867.56,164.84,1032.40,Vopsea Clorcauciuc de Piscina “Emex Swim” - Alb - Bid. 23 Kg,,5941930703058,EMX-148-S-4-23AB,23
vopsea-clorcauciuc-piscine,5 Kg,Gri,209.36,39.78,249.14,Vopsea Clorcauciuc de Piscina “Emex Swim” - Gri - Bid. 5 Kg,,5941930703065,EMX-148-S-4-5GR,5
vopsea-clorcauciuc-piscine,23 Kg,Gri,837.43,159.11,996.54,Vopsea Clorcauciuc de Piscina “Emex Swim” - Gri - Bid. 23 Kg,,5941930703072,EMX-148-S-4-23GR,23
vopsea-clorcauciuc-piscine,5 Kg,Crem,207.52,39.43,246.95,Vopsea Clorcauciuc de Piscina “Emex Swim” - Crem - Bid. 5 Kg,,5941930703089,EMX-148-S-4-5CR,5
vopsea-clorcauciuc-piscine,23 Kg,Crem,830.07,157.71,987.78,Vopsea Clorcauciuc de Piscina “Emex Swim” - Crem - Bid. 23 Kg,,5941930703096,EMX-148-S-4-23CR,23
vopsea-clorcauciuc-piscine,5 Kg,Galben,236.67,44.97,281.64,Vopsea Clorcauciuc de Piscina “Emex Swim” - Galben - Bid. 5 Kg,,5941930703102,EMX-148-S-4-5GB,5
vopsea-clorcauciuc-piscine,23 Kg,Galben,946.68,179.87,1126.55,Vopsea Clorcauciuc de Piscina “Emex Swim” - Galben - Bid. 23 Kg,,5941930703119,EMX-148-S-4-23GB,23
vopsea-clorcauciuc-piscine,5 Kg,Albastru,220.46,41.89,262.34,Vopsea Clorcauciuc de Piscina “Emex Swim” - Albastru - Bid. 5 Kg,,5941930703126,EMX-148-S-4-5AL,5
vopsea-clorcauciuc-piscine,23 Kg,Albastru,881.82,167.55,1049.37,Vopsea Clorcauciuc de Piscina “Emex Swim” - Albastru - Bid. 23 Kg,,5941930703133,EMX-148-S-4-23AL,23
vopsea-clorcauciuc-piscine,5 Kg,Verde,241.56,45.90,287.45,Vopsea Clorcauciuc de Piscina “Emex Swim” - Verde - Bid. 5 Kg,,5941930703140,EMX-148-S-4-5VD,5
vopsea-clorcauciuc-piscine,23 Kg,Verde,966.23,183.58,1149.81,Vopsea Clorcauciuc de Piscina “Emex Swim” - Verde - Bid. 23 Kg,,5941930703157,EMX-148-S-4-23VD,23
vopsea-clorcauciuc-piscine,5 Kg,Rosu,234.14,44.49,278.63,Vopsea Clorcauciuc de Piscina “Emex Swim” - Rosu - Bid. 5 Kg,,5941930703164,EMX-148-S-4-5RO,5
vopsea-clorcauciuc-piscine,23 Kg,Rosu,936.56,177.95,1114.51,Vopsea Clorcauciuc de Piscina “Emex Swim” - Rosu - Bid. 23 Kg,,5941930703171,EMX-148-S-4-23RO,23
vopsea-clorcauciuc-piscine,5 Kg,Negru,197.63,37.55,235.18,Vopsea Clorcauciuc de Piscina “Emex Swim” - Negru - Bid. 5 Kg,,5941930703188,EMX-148-S-4-5NG,5
vopsea-clorcauciuc-piscine,23 Kg,Negru,790.51,150.20,940.71,Vopsea Clorcauciuc de Piscina “Emex Swim” - Negru - Bid. 23 Kg,,5941930703195,EMX-148-S-4-23NG,23
email-epoxidic-emulsionat-apa,4 Kg,Alb,385.07,73.16,458.24,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Alb - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703201,EMX-155-NS-4-4AB,8
email-epoxidic-emulsionat-apa,10 Kg,Alb,893.20,169.71,1062.91,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Alb - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703218,EMX-155-NS-4-10AB,20
email-epoxidic-emulsionat-apa,4 Kg,Gri,370.12,70.32,440.45,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Gri - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703225,EMX-155-NS-4-4GR,8
email-epoxidic-emulsionat-apa,10 Kg,Gri,860.70,163.53,1024.23,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Gri - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703232,EMX-155-NS-4-10GR,20
email-epoxidic-emulsionat-apa,4 Kg,Crem,361.75,68.73,430.48,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Crem - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703249,EMX-155-NS-4-4CR,8
email-epoxidic-emulsionat-apa,10 Kg,Crem,842.50,160.08,1002.58,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Crem - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703256,EMX-155-NS-4-10CR,20
email-epoxidic-emulsionat-apa,4 Kg,Galben,404.67,76.89,481.55,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Galben - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703263,EMX-155-NS-4-4GB,8
email-epoxidic-emulsionat-apa,10 Kg,Galben,935.80,177.80,1113.60,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Galben - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703270,EMX-155-NS-4-10GB,20
email-epoxidic-emulsionat-apa,4 Kg,Albastru,376.93,71.62,448.55,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Albastru - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703287,EMX-155-NS-4-4AL,8
email-epoxidic-emulsionat-apa,10 Kg,Albastru,875.50,166.35,1041.85,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Albastru - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703294,EMX-155-NS-4-10AL,20
email-epoxidic-emulsionat-apa,4 Kg,Verde,415.52,78.95,494.47,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Verde - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703300,EMX-155-NS-4-4VD,8
email-epoxidic-emulsionat-apa,10 Kg,Verde,959.40,182.29,1141.69,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Verde - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703317,EMX-155-NS-4-10VD,20
email-epoxidic-emulsionat-apa,4 Kg,Rosu,407.89,77.50,485.39,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Rosu - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703324,EMX-155-NS-4-4RO,8
email-epoxidic-emulsionat-apa,10 Kg,Rosu,942.80,179.13,1121.93,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Rosu - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703331,EMX-155-NS-4-10RO,20
email-epoxidic-emulsionat-apa,4 Kg,Maro,349.61,66.43,416.03,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Maro - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703348,EMX-155-NS-4-4MR,8
email-epoxidic-emulsionat-apa,10 Kg,Maro,816.10,155.06,971.16,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Maro - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703355,EMX-155-NS-4-10MR,20
email-epoxidic-emulsionat-apa,4 Kg,Negru,348.82,66.28,415.10,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Negru - Bid. 4 Kg + Intaritor - Bid. 4 Kg,+ Bid. 4 Kg Intaritor ,5941930703362,EMX-155-NS-4-4NG,8
email-epoxidic-emulsionat-apa,10 Kg,Negru,814.40,154.74,969.14,Pachet Email Epoxidic Emulsionat “Emex WD-E” - Negru - Bid. 10 Kg + Intaritor - Bid. 10 Kg,+ Bid. 10 Kg Intaritor ,5941930703379,EMX-155-NS-4-10NG,20
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Alb,246.45,46.82,293.27,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Alb - Bid. 5 Kg,,5941930703386,EMX-162-NS-4-5AB,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Alb,985.78,187.30,1173.08,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Alb - Bid. 23 Kg,,5941930703393,EMX-162-NS-4-23AB,23
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Gri,245.87,46.72,292.59,Vopsea Acrilica 3 in 1 Anticoroziva - “Emex Aegis G3” - Gri - Bid. 5 Kg,,5941930703409,EMX-162-NS-4-5GR,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Gri,983.48,186.86,1170.34,Vopsea Acrilica 3 in 1 Anticoroziva - “Emex Aegis G3” - Gri - Bid. 23 Kg,,5941930703416,EMX-162-NS-4-23GR,23
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Crem,246.45,46.82,293.27,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Crem - Bid. 5 Kg,,5941930703423,EMX-162-NS-4-5CR,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Crem,985.78,187.30,1173.08,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Crem - Bid. 23 Kg,,5941930703430,EMX-162-NS-4-23CR,23
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Galben,266.28,50.59,316.88,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Galben - Bid. 5 Kg,,5941930703447,EMX-162-NS-4-5GB,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Galben,1065.13,202.37,1267.50,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Galben - Bid. 23 Kg,,5941930703454,EMX-162-NS-4-23GB,23
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Albastru,253.17,48.10,301.28,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Albastru - Bid. 5 Kg,,5941930703461,EMX-162-NS-4-5AL,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Albastru,1012.69,192.41,1205.10,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Albastru - Bid. 23 Kg,,5941930703478,EMX-162-NS-4-23AL,23
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Verde,269.22,51.15,320.37,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Verde - Bid. 5 Kg,,5941930703485,EMX-162-NS-4-5VD,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Verde,1076.86,204.60,1281.46,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Verde - Bid. 23 Kg,,5941930703492,EMX-162-NS-4-23VD,23
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Rosu,269.79,51.26,321.05,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Rosu - Bid. 5 Kg,,5941930703508,EMX-162-NS-4-5RO,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Rosu,1079.16,205.04,1284.20,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Rosu - Bid. 23 Kg,,5941930703515,EMX-162-NS-4-23RO,23
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Maro,233.85,44.43,278.28,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Maro - Bid. 5 Kg,,5941930703522,EMX-162-NS-4-5MR,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Maro,935.41,177.73,1113.14,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Maro - Bid. 23 Kg,,5941930703539,EMX-162-NS-4-23MR,23
vopsea-acrilica-3-in-1-anticoroziva,5 Kg,Negru,234.08,44.48,278.56,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Negru - Bid. 5 Kg,,5941930703546,EMX-162-NS-4-5NG,5
vopsea-acrilica-3-in-1-anticoroziva,23 Kg,Negru,936.33,177.90,1114.23,Vopsea Acrilica 3 in 1 Anticoroziva “Emex Aegis G3” - Negru - Bid. 23 Kg,,5941930703553,EMX-162-NS-4-23NG,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Alb,296.47,56.33,352.80,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Alb - Bid. 5 Kg,,5941930703560,EMX-165-NS-4-5AB,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Alb,1185.88,225.32,1411.20,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Alb - Bid. 23 Kg,,5941930703577,EMX-165-NS-4-23AB,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Gri,295.95,56.23,352.18,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Gri - Bid. 5 Kg,,5941930703584,EMX-165-NS-4-5GR,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Gri,1183.81,224.92,1408.73,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Gri - Bid. 23 Kg,,5941930703591,EMX-165-NS-4-23GR,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Crem,296.30,56.30,352.59,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Crem - Bid. 5 Kg,,5941930703607,EMX-165-NS-4-5CR,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Crem,1185.19,225.19,1410.38,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Crem - Bid. 23 Kg,,5941930703614,EMX-165-NS-4-23CR,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Galben,316.02,60.04,376.06,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Galben - Bid. 5 Kg,,5941930703621,EMX-165-NS-4-5GB,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Galben,1264.08,240.18,1504.26,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Galben - Bid. 23 Kg,,5941930703638,EMX-165-NS-4-23GB,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Albastru,302.68,57.51,360.19,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Albastru - Bid. 5 Kg,,5941930703645,EMX-165-NS-4-5AL,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Albastru,1210.72,230.04,1440.76,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Albastru - Bid. 23 Kg,,5941930703652,EMX-165-NS-4-23AL,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Verde,318.72,60.56,379.28,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Verde - Bid. 5 Kg,,5941930703669,EMX-165-NS-4-5VD,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Verde,1274.89,242.23,1517.12,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Verde - Bid. 23 Kg,,5941930703676,EMX-165-NS-4-23VD,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Rosu,319.47,60.70,380.17,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Rosu - Bid. 5 Kg,,5941930703683,EMX-165-NS-4-5RO,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Rosu,1277.88,242.80,1520.68,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Rosu - Bid. 23 Kg,,5941930703690,EMX-165-NS-4-23RO,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Maro,276.63,52.56,329.19,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Maro - Bid. 5 Kg,,5941930703706,EMX-165-NS-4-5MR,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Maro,1106.53,210.24,1316.77,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Maro - Bid. 23 Kg,,5941930703713,EMX-165-NS-4-23MR,23
vopsea-3-in-1-anticoroziva-epoxi-ester,5 Kg,Negru,277.27,52.68,329.95,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Negru - Bid. 5 Kg,,5941930703720,EMX-165-NS-4-5NG,5
vopsea-3-in-1-anticoroziva-epoxi-ester,23 Kg,Negru,1109.06,210.72,1319.78,Vopsea Epoxy-Ester 3 in 1 “Emex Q3-Guard” - Negru - Bid. 23 Kg,,5941930703737,EMX-165-NS-4-23NG,23
vopsea-poliesterica-metal,4 Kg,Alb,314.78,59.81,374.59,Pachet Email Poliesteric “Emex Estada” - Alb - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703744,EMX-125-NS-4-4AB,5
vopsea-poliesterica-metal,20 Kg,Alb,1428.40,271.40,1699.80,Pachet Email Poliesteric “Emex Estada” - Alb - Bid. 20 Kg + Intaritor - Bid. 5 Kg,+ Bid. 5 Kg Intaritor ,5941930703751,EMX-125-NS-4-20AB,25
vopsea-poliesterica-metal,4 Kg,Gri,308.16,58.55,366.71,Pachet Email Poliesteric “Emex Estada” - Gri - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703768,EMX-125-NS-4-4GR,5
vopsea-poliesterica-metal,20 Kg,Gri,1399.60,265.92,1665.52,Pachet Email Poliesteric “Emex Estada” - Gri - Bid. 20 Kg + Intaritor - Bid. 5 Kg,+ Bid. 5 Kg Intaritor ,5941930703775,EMX-125-NS-4-20GR,25
vopsea-poliesterica-metal,4 Kg,Crem,306.27,58.19,364.46,Pachet Email Poliesteric “Emex Estada” - Crem - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703782,EMX-125-NS-4-4CR,5
vopsea-poliesterica-metal,20 Kg,Crem,1391.40,264.37,1655.77,Pachet Email Poliesteric “Emex Estada” - Crem - Bid. 20 Kg + Intaritor - Bid. 5 Kg,+ Bid. 5 Kg Intaritor ,5941930703799,EMX-125-NS-4-20CR,25
vopsea-poliesterica-metal,4 Kg,Galben,319.93,60.79,380.72,Pachet Email Poliesteric “Emex Estada” - Galben - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703805,EMX-125-NS-4-4GB,5
vopsea-poliesterica-metal,20 Kg,Galben,1450.80,275.65,1726.45,Pachet Email Poliesteric “Emex Estada” - Galben - Bid. 20 Kg + Intaritor - Bid. 5 Kg,+ Bid. 5 Kg Intaritor ,5941930703812,EMX-125-NS-4-20GB,25
vopsea-poliesterica-metal,4 Kg,Albastru,309.72,58.85,368.57,Pachet Email Poliesteric “Emex Estada” - Albastru - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703829,EMX-125-NS-4-4AL,5
vopsea-poliesterica-metal,20 Kg,Albastru,1406.40,267.22,1673.62,Pachet Email Poliesteric “Emex Estada” - Albastru - Bid. 20 Kg + Intaritor - Bid. 5 Kg,+ Bid. 5 Kg Intaritor ,5941930703836,EMX-125-NS-4-20AL,25
vopsea-poliesterica-metal,4 Kg,Verde,327.25,62.18,389.42,Pachet Email Poliesteric “Emex Estada” - Verde - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703843,EMX-125-NS-4-4VD,5
vopsea-poliesterica-metal,20 Kg,Verde,1482.60,281.69,1764.29,Pachet Email Poliesteric “Emex Estada” - Verde - Bid. 20 Kg + Intaritor - Bid. 5 Kg,+ Bid. 5 Kg Intaritor ,5941930703850,EMX-125-NS-4-20VD,25
vopsea-poliesterica-metal,4 Kg,Rosu,322.97,61.36,384.33,Pachet Email Poliesteric “Emex Estada” - Rosu - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703867,EMX-125-NS-4-4RO,5
vopsea-poliesterica-metal,20 Kg,Rosu,1464.00,278.16,1742.16,Pachet Email Poliesteric “Emex Estada” - Rosu - Bid. 20 Kg + Intaritor - Bid. 5 Kg,+ Bid. 5 Kg Intaritor ,5941930703874,EMX-125-NS-4-20RO,25
vopsea-poliesterica-metal,4 Kg,Maro,294.40,55.94,350.34,Pachet Email Poliesteric “Emex Estada” - Maro - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703881,EMX-125-NS-4-4MR,5
vopsea-poliesterica-metal,20 Kg,Maro,1339.80,254.56,1594.36,Pachet Email Poliesteric “Emex Estada” - Maro - Bid. 20 Kg + Intaritor - Bid. 5 Kg,+ Bid. 5 Kg Intaritor ,5941930703898,EMX-125-NS-4-20MR,25
vopsea-poliesterica-metal,4 Kg,Negru,294.95,56.04,351.00,Pachet Email Poliesteric “Emex Estada” - Negru - Bid. 4 Kg + Intaritor - Bid. 1 Kg,+ Bid. 1 Kg Intaritor ,5941930703904,EMX-125-NS-4-4NG,5
